,Nationality,Continent,Vehicle Name,Vehicle Type,Wheel drive type,Retail Price,Dealer Cost,Engine Size (l),Cyl,HP,City MPG,Hwy MPG,Weight,Wheel Base,Len,Width,Combined MPG
211,KOR,Asia,Kia Sorento LX,SUV,NA,19635,18630,3.5,6,192,16,16,4112,107,180,73,16.0
212,KOR,Asia,Kia Spectra 4dr,Sedan,NA,12360,11630,1.8,4,124,24,24,2661,101,178,68,24.0
213,KOR,Asia,Kia Spectra GS 4dr hatch,Sedan,NA,13580,12830,1.8,4,124,24,24,2686,101,178,68,24.0
214,KOR,Asia,Kia Spectra GSX 4dr hatch,Sedan,NA,14630,13790,1.8,4,124,24,24,2697,101,178,68,24.0
215,UK,Europe,Land Rover Discovery SE,SUV,AWD,39250,35777,4.6,8,217,12,12,4576,100,185,74,12.0
216,UK,Europe,Land Rover Freelander SE,SUV,AWD,25995,23969,2.5,6,174,18,18,3577,101,175,71,18.0
217,UK,Europe,Land Rover Range Rover HSE,SUV,AWD,72250,65807,4.4,8,282,12,12,5379,113,195,76,12.0
218,JPN,Asia,Lexus ES 330 4dr,Sedan,NA,32350,28755,3.3,6,225,20,20,3460,107,191,71,20.0
219,JPN,Asia,Lexus GS 300 4dr,Sedan,RWD,41010,36196,3.0,6,220,18,18,3649,110,189,71,18.0
220,JPN,Asia,Lexus GS 430 4dr,Sedan,RWD,48450,42232,4.3,8,300,18,18,3715,110,189,71,18.0
221,JPN,Asia,Lexus GX 470,SUV,AWD,45700,39838,4.7,8,235,15,15,4740,110,188,74,15.0
222,JPN,Asia,Lexus IS 300 4dr auto,Sedan,RWD,32415,28611,3.0,6,215,18,18,3285,105,177,68,18.0
223,JPN,Asia,Lexus IS 300 4dr manual,Sedan,RWD,31045,27404,3.0,6,215,18,18,3255,105,177,68,18.0
224,JPN,Asia,Lexus IS 300 SportCross,Wagon,RWD,32455,28647,3.0,6,215,18,18,3410,105,177,68,18.0
225,JPN,Asia,Lexus LS 430 4dr,Sedan,RWD,55750,48583,4.3,8,290,18,18,3990,115,197,72,18.0
226,JPN,Asia,Lexus LX 470,SUV,AWD,64800,56455,4.7,8,235,13,13,5590,112,193,76,13.0
227,JPN,Asia,Lexus RX 330,SUV,AWD,39195,34576,3.3,6,230,18,18,4065,107,186,73,18.0
228,JPN,Asia,Lexus SC 430 convertible 2dr,Sports Car,RWD,63200,55063,4.3,8,300,18,18,3840,103,178,72,18.0
229,USA,North America,Lincoln Aviator Ultimate,SUV,NA,42915,39443,4.6,8,302,13,13,4834,114,193,76,13.0
230,USA,North America,Lincoln LS V6 Luxury 4dr,Sedan,RWD,32495,29969,3.0,6,232,20,20,3681,115,194,73,20.0
231,USA,North America,Lincoln LS V6 Premium 4dr,Sedan,RWD,36895,33929,3.0,6,232,20,20,3681,115,194,73,20.0
232,USA,North America,Lincoln LS V8 Sport 4dr,Sedan,RWD,40095,36809,3.9,8,280,17,17,3768,115,194,73,17.0
233,USA,North America,Lincoln LS V8 Ultimate 4dr,Sedan,RWD,43495,39869,3.9,8,280,17,17,3768,115,194,73,17.0
234,USA,North America,Lincoln Navigator Luxury,SUV,AWD,52775,46360,5.4,8,300,13,13,5969,119,206,80,13.0
235,USA,North America,Lincoln Town Car Signature 4dr,Sedan,RWD,41815,38418,4.6,8,239,17,17,4369,118,215,78,17.0
236,USA,North America,Lincoln Town Car Ultimate 4dr,Sedan,RWD,44925,41217,4.6,8,239,17,17,4369,118,215,78,17.0
237,USA,North America,Lincoln Town Car Ultimate L 4dr,Sedan,RWD,50470,46208,4.6,8,239,17,17,4474,124,221,78,17.0
240,JPN,Asia,Mazda MPV ES,Minivan,NA,28750,26600,3.0,6,200,18,18,3812,112,188,72,18.0
241,JPN,Asia,Mazda MX-5 Miata convertible 2dr,Sports Car,RWD,22388,20701,1.8,4,142,23,23,2387,89,156,66,23.0
242,JPN,Asia,Mazda MX-5 Miata LS convertible 2dr,Sports Car,RWD,25193,23285,1.8,4,142,23,23,2387,89,156,66,23.0
245,JPN,Asia,Mazda Tribute DX 2.0,SUV,AWD,21087,19742,2.0,4,130,22,22,3091,103,173,72,22.0
248,JPN,Asia,Mazda i 4dr,Sedan,NA,19270,17817,2.3,4,160,24,24,3042,105,187,70,24.0
249,GER,Europe,Mercedes-Benz C230 Sport 2dr,Sedan,RWD,26060,24249,1.8,4,189,22,22,3250,107,178,68,22.0
250,GER,Europe,Mercedes-Benz C240,Wagon,RWD,33780,31466,2.6,6,168,19,19,3470,107,179,68,19.0
251,GER,Europe,Mercedes-Benz C240 4dr,Sedan,RWD,32280,30071,2.6,6,168,20,20,3360,107,178,68,20.0
252,GER,Europe,Mercedes-Benz C240 4dr,Sedan,AWD,33480,31187,2.6,6,168,19,19,3360,107,178,68,19.0
253,GER,Europe,Mercedes-Benz C32 AMG 4dr,Sedan,RWD,52120,48522,3.2,6,349,16,16,3540,107,178,68,16.0
254,GER,Europe,Mercedes-Benz C320 4dr,Sedan,RWD,37630,35046,3.2,6,215,20,20,3450,107,178,68,20.0
256,GER,Europe,Mercedes-Benz C320 Sport 2dr,Sedan,RWD,28370,26435,3.2,6,215,19,19,3430,107,178,68,19.0
257,GER,Europe,Mercedes-Benz C320 Sport 4dr,Sedan,RWD,35920,33456,3.2,6,215,19,19,3430,107,178,68,19.0
258,GER,Europe,Mercedes-Benz CL500 2dr,Sedan,RWD,94820,88324,5.0,8,302,16,16,4085,114,196,73,16.0
259,GER,Europe,Mercedes-Benz CL600 2dr,Sedan,RWD,128420,119600,5.5,12,493,13,13,4473,114,196,73,13.0
260,GER,Europe,Mercedes-Benz CLK320 coupe 2dr (convertible),Sedan,RWD,45707,41966,3.2,6,215,20,20,3770,107,183,69,20.0
261,GER,Europe,Mercedes-Benz CLK500 coupe 2dr (convertible),Sedan,RWD,52800,49104,5.0,8,302,17,17,3585,107,183,69,17.0
262,GER,Europe,Mercedes-Benz E320,Wagon,RWD,50670,47174,3.2,6,221,19,19,3966,112,190,71,19.0
263,GER,Europe,Mercedes-Benz E320 4dr,Sedan,RWD,48170,44849,3.2,6,221,19,19,3635,112,190,71,19.0
264,GER,Europe,Mercedes-Benz E500,Wagon,AWD,60670,56474,5.0,8,302,16,16,4230,112,190,71,16.0
265,GER,Europe,Mercedes-Benz E500 4dr,Sedan,RWD,57270,53382,5.0,8,302,16,16,3815,112,190,71,16.0
266,GER,Europe,Mercedes-Benz G500,SUV,AWD,76870,71540,5.0,8,292,13,13,5423,112,186,71,13.0
267,GER,Europe,Mercedes-Benz ML500,SUV,AWD,46470,43268,5.0,8,288,14,14,4874,111,183,72,14.0
268,GER,Europe,Mercedes-Benz S430 4dr,Sedan,RWD,74320,69168,4.3,8,275,18,18,4160,122,203,73,18.0
269,GER,Europe,Mercedes-Benz S500 4dr,Sedan,AWD,86970,80939,5.0,8,302,16,16,4390,122,203,73,16.0
270,GER,Europe,Mercedes-Benz SL500 convertible 2dr,Sports Car,RWD,90520,84325,5.0,8,302,16,16,4065,101,179,72,16.0
271,GER,Europe,Mercedes-Benz SL55 AMG 2dr,Sports Car,RWD,121770,113388,5.5,8,493,14,14,4235,101,179,72,14.0
272,GER,Europe,Mercedes-Benz SL600 convertible 2dr,Sports Car,RWD,126670,117854,5.5,12,493,13,13,4429,101,179,72,13.0
273,GER,Europe,Mercedes-Benz SLK230 convertible 2dr,Sports Car,RWD,40320,37548,2.3,4,192,21,21,3055,95,158,68,21.0
274,GER,Europe,Mercedes-Benz SLK32 AMG 2dr,Sports Car,RWD,56170,52289,3.2,6,349,17,17,3220,95,158,68,17.0
275,USA,North America,Mercury Grand Marquis GS 4dr,Sedan,RWD,24695,23217,4.6,8,224,17,17,4052,115,212,78,17.0
276,USA,North America,Mercury Grand Marquis LS Premium 4dr,Sedan,RWD,29595,27148,4.6,8,224,17,17,4052,115,212,78,17.0
277,USA,North America,Mercury Grand Marquis LS Ultimate 4dr,Sedan,RWD,30895,28318,4.6,8,224,17,17,4052,115,212,78,17.0
278,USA,North America,Mercury Marauder 4dr,Sedan,RWD,34495,31558,4.6,8,302,17,17,4195,115,212,78,17.0
279,USA,North America,Mercury Monterey Luxury,Minivan,NA,33995,30846,4.2,6,201,16,16,4340,121,202,77,16.0
280,USA,North America,Mercury Mountaineer,SUV,NA,29995,27317,4.0,6,210,16,16,4374,114,190,72,16.0
281,USA,North America,Mercury Sable GS,Wagon,NA,22595,20748,3.0,6,155,19,19,3488,109,198,73,19.0
282,USA,North America,Mercury Sable GS 4dr,Sedan,NA,21595,19848,3.0,6,155,20,20,3308,109,200,73,20.0
283,USA,North America,Mercury Sable LS Premium 4dr,Sedan,NA,23895,21918,3.0,6,201,19,19,3315,109,200,73,19.0
284,GER,Europe,Mini Cooper,Sedan,NA,16999,15437,1.6,4,115,28,28,2524,97,143,67,28.0
285,GER,Europe,Mini Cooper S,Sedan,NA,19999,18137,1.6,4,163,25,25,2678,97,144,67,25.0
286,JPN,Asia,Mitsubishi Diamante LS 4dr,Sedan,NA,29282,27250,3.5,6,205,18,18,3549,107,194,70,18.0
287,JPN,Asia,Mitsubishi Eclipse GTS 2dr,Sports Car,NA,25092,23456,3.0,6,210,21,21,3241,101,177,69,21.0
288,JPN,Asia,Mitsubishi Eclipse Spyder GT convertible 2dr,Sports Car,NA,26992,25218,3.0,6,210,21,21,3296,101,177,69,21.0
289,JPN,Asia,Mitsubishi Endeavor XLS,SUV,AWD,30492,28330,3.8,6,215,17,17,4134,109,190,74,17.0
291,JPN,Asia,Mitsubishi Galant GTS 4dr,Sedan,NA,25700,23883,3.8,6,230,18,18,3649,108,191,72,18.0
293,JPN,Asia,Mitsubishi Lancer Evolution 4dr,Sports Car,NA,29562,27466,2.0,4,271,18,18,3263,103,179,70,18.0
297,JPN,Asia,Mitsubishi Montero XLS,SUV,AWD,33112,30763,3.8,6,215,15,15,4718,110,190,75,15.0
298,JPN,Asia,Mitsubishi Outlander LS,SUV,NA,18892,17569,2.4,4,160,21,21,3240,103,179,69,21.0
299,JPN,Asia,Nissan 350Z coupe 2dr,Sports Car,RWD,26910,25203,3.5,6,287,20,20,3188,104,169,72,20.0
300,JPN,Asia,Nissan 350Z Enthusiast convertible 2dr,Sports Car,RWD,34390,31845,3.5,6,287,20,20,3428,104,169,72,20.0
301,JPN,Asia,Nissan Altima S 4dr,Sedan,NA,19240,18030,2.5,4,175,21,21,3039,110,192,70,21.0
302,JPN,Asia,Nissan Altima SE 4dr,Sedan,NA,23290,21580,3.5,6,245,21,21,3197,110,192,70,21.0
304,JPN,Asia,Nissan Maxima SE 4dr,Sedan,NA,27490,25182,3.5,6,265,20,20,3473,111,194,72,20.0
305,JPN,Asia,Nissan Maxima SL 4dr,Sedan,NA,29440,26966,3.5,6,265,20,20,3476,111,194,72,20.0
306,JPN,Asia,Nissan Murano SL,Wagon,RWD,28739,27300,3.5,6,245,20,20,3801,111,188,74,20.0
307,JPN,Asia,Nissan Pathfinder Armada SE,SUV,NA,33840,30815,5.6,8,305,13,13,5013,123,207,79,13.0
308,JPN,Asia,Nissan Pathfinder SE,SUV,NA,27339,25972,3.5,6,240,16,16,3871,106,183,72,16.0
309,JPN,Asia,Nissan Quest S,Minivan,NA,24780,22958,3.5,6,240,19,19,4012,124,204,78,19.0
310,JPN,Asia,Nissan Quest SE,Minivan,NA,32780,30019,3.5,6,240,18,18,4175,124,204,78,18.0
311,JPN,Asia,Nissan Sentra 1.8 4dr,Sedan,NA,12740,12205,1.8,4,126,28,28,2513,100,178,67,28.0
312,JPN,Asia,Nissan Sentra 1.8 S 4dr,Sedan,NA,14740,13747,1.8,4,126,28,28,2581,100,178,67,28.0
313,JPN,Asia,Nissan Sentra SE-R 4dr,Sedan,NA,17640,16444,2.5,4,165,23,23,2761,100,178,67,23.0
315,JPN,Asia,Nissan Xterra XE V6,SUV,NA,20939,19512,3.3,6,180,17,17,3760,104,178,70,17.0
316,USA,North America,Oldsmobile Alero GLS 2dr,Sedan,NA,23675,21485,3.4,6,170,20,20,3085,107,187,70,20.0
317,USA,North America,Oldsmobile Alero GX 2dr,Sedan,NA,18825,17642,2.2,4,140,24,24,2946,107,187,70,24.0
318,USA,North America,Oldsmobile Silhouette GL,Minivan,NA,28790,26120,3.4,6,185,19,19,3948,120,201,72,19.0
319,USA,North America,Pontiac Aztekt,SUV,NA,21595,19810,3.4,6,185,19,19,3779,108,182,74,19.0
321,USA,North America,Pontiac Grand Am GT 2dr,Sedan,NA,22450,20595,3.4,6,175,20,20,3118,107,186,70,20.0
322,USA,North America,Pontiac Grand Prix GT1 4dr,Sedan,NA,22395,20545,3.8,6,200,20,20,3477,111,198,74,20.0
323,USA,North America,Pontiac Grand Prix GT2 4dr,Sedan,NA,24295,22284,3.8,6,200,20,20,3484,111,198,74,20.0
325,USA,North America,Pontiac Montana,Minivan,NA,23845,21644,3.4,6,185,19,19,3803,112,187,72,19.0
326,USA,North America,Pontiac Montana EWB,Minivan,AWD,31370,28454,3.4,6,185,18,18,4431,121,201,72,18.0
327,USA,North America,Pontiac Sunfire 1SA 2dr,Sedan,NA,15495,14375,2.2,4,140,24,24,2771,104,182,68,24.0
328,USA,North America,Pontiac Sunfire 1SC 2dr,Sedan,NA,17735,16369,2.2,4,140,24,24,2771,104,182,68,24.0
329,USA,North America,Pontiac Vibe,Wagon,RWD,17045,15973,1.8,4,130,29,29,2701,102,172,70,29.0
330,GER,Europe,Porsche 911 Carrera 4S coupe 2dr (convert),Sports Car,AWD,84165,72206,3.6,6,315,17,17,3240,93,175,72,17.0
331,GER,Europe,Porsche 911 Carrera convertible 2dr (coupe),Sports Car,RWD,79165,69229,3.6,6,315,18,18,3135,93,175,70,18.0
332,GER,Europe,Porsche 911 GT2 2dr,Sports Car,RWD,192465,173560,3.6,6,477,17,17,3131,93,175,72,17.0
333,GER,Europe,Porsche 911 Targa coupe 2dr,Sports Car,RWD,76765,67128,3.6,6,315,18,18,3119,93,175,70,18.0
334,GER,Europe,Porsche Boxster convertible 2dr,Sports Car,RWD,43365,37886,2.7,6,228,20,20,2811,95,170,70,20.0
335,GER,Europe,Porsche Boxster S convertible 2dr,Sports Car,RWD,52365,45766,3.2,6,258,18,18,2911,95,170,70,18.0
336,GER,Europe,Porsche Cayenne S,SUV,AWD,56665,49865,4.5,8,340,14,14,4950,112,188,76,14.0
337,SWD,Europe,Saab 9-3 Aero 4dr,Sedan,NA,33360,31562,2.0,4,210,20,20,3175,105,183,69,20.0
338,SWD,Europe,Saab 9-3 Aero convertible 2dr,Sedan,NA,43175,40883,2.0,4,210,21,21,3700,105,182,69,21.0
339,SWD,Europe,Saab 9-3 Arc convertible 2dr,Sedan,NA,40670,38520,2.0,4,210,21,21,3480,105,182,69,21.0
340,SWD,Europe,Saab 9-3 Arc Sport 4dr,Sedan,NA,30860,29269,2.0,4,210,20,20,3175,105,183,69,20.0
341,SWD,Europe,Saab 9-5 Aero,Wagon,NA,40845,38376,2.3,4,250,19,19,3620,106,190,71,19.0
342,SWD,Europe,Saab 9-5 Aero 4dr,Sedan,NA,39465,37721,2.3,4,250,21,21,3470,106,190,71,21.0
343,SWD,Europe,Saab 9-5 Arc 4dr,Sedan,NA,35105,33011,2.3,4,220,21,21,3470,106,190,71,21.0
344,USA,North America,Saturn Ion1 4dr,Sedan,NA,10995,10319,2.2,4,140,26,26,2692,103,185,67,26.0
345,USA,North America,Saturn L300 2,Wagon,NA,23560,21779,2.2,4,140,24,24,3109,107,190,69,24.0
346,USA,North America,Saturn L300-2 4dr,Sedan,NA,21410,19801,3.0,6,182,20,20,3197,107,190,69,20.0
347,USA,North America,Saturn lon2 4dr,Sedan,NA,14300,13393,2.2,4,140,26,26,2692,103,185,67,26.0
348,USA,North America,Saturn lon2 quad coupe 2dr,Sedan,NA,14850,13904,2.2,4,140,26,26,2751,103,185,68,26.0
349,USA,North America,Saturn lon3 4dr,Sedan,NA,15825,14811,2.2,4,140,26,26,2692,103,185,67,26.0
350,USA,North America,Saturn lon3 quad coupe 2dr,Sedan,NA,16350,15299,2.2,4,140,26,26,2751,103,185,68,26.0
351,USA,North America,Saturn VUE,SUV,AWD,20585,19238,2.2,4,143,21,21,3381,107,181,72,21.0
352,JPN,Asia,Scion xA 4dr hatch,Sedan,NA,12965,12340,1.5,4,108,32,32,2340,93,154,67,32.0
353,JPN,Asia,Scion xB,Wagon,NA,14165,13480,1.5,4,108,31,31,2425,98,155,67,31.0
355,JPN,Asia,Subaru Forester X,Wagon,AWD,21445,19646,2.5,4,165,21,21,3090,99,175,68,21.0
356,JPN,Asia,Subaru Impreza 2.5 RS 4dr,Sedan,AWD,19945,18399,2.5,4,165,22,22,2965,99,174,69,22.0
357,JPN,Asia,Subaru Impreza WRX 4dr,Sports Car,AWD,25045,23022,2.0,4,227,20,20,3085,99,174,69,20.0
358,JPN,Asia,Subaru Impreza WRX STi 4dr,Sports Car,AWD,31545,29130,2.5,4,300,18,18,3263,100,174,69,18.0
359,JPN,Asia,Subaru Legacy GT 4dr,Sedan,AWD,25645,23336,2.5,4,165,21,21,3395,104,184,69,21.0
360,JPN,Asia,Subaru Legacy L 4dr,Sedan,AWD,20445,18713,2.5,4,165,21,21,3285,104,184,69,21.0
361,JPN,Asia,Subaru Outback,Wagon,AWD,23895,21773,2.5,4,165,21,21,3430,104,187,69,21.0
362,JPN,Asia,Subaru Outback H6 4dr,Sedan,AWD,29345,26660,3.0,6,212,19,19,3610,104,184,69,19.0
363,JPN,Asia,Subaru Outback H-6 VDC 4dr,Sedan,AWD,31545,28603,3.0,6,212,19,19,3630,104,184,69,19.0
364,JPN,Asia,Subaru Outback Limited Sedan 4dr,Sedan,AWD,27145,24687,2.5,4,165,20,20,3495,104,184,69,20.0
365,JPN,Asia,Suzuki Aeno S 4dr,Sedan,NA,12884,12719,2.3,4,155,25,25,2676,98,171,68,25.0
366,JPN,Asia,Suzuki Aerio LX 4dr,Sedan,NA,14500,14317,2.3,4,155,25,25,2676,98,171,68,25.0
367,JPN,Asia,Suzuki Aerio SX,Wagon,AWD,16497,16291,2.3,4,155,24,24,2932,98,167,68,24.0
368,JPN,Asia,Suzuki Forenza EX 4dr,Sedan,NA,15568,15378,2.0,4,119,22,22,2756,102,177,68,22.0
369,JPN,Asia,Suzuki Forenza S 4dr,Sedan,NA,12269,12116,2.0,4,119,24,24,2701,102,177,68,24.0
370,JPN,Asia,Suzuki Verona LX 4dr,Sedan,NA,17262,17053,2.5,6,155,20,20,3380,106,188,72,20.0
371,JPN,Asia,Suzuki Vitara LX,SUV,AWD,17163,16949,2.5,6,165,19,19,3020,98,163,67,19.0
372,JPN,Asia,Suzuki XL-7 EX,SUV,NA,23699,22307,2.7,6,185,18,18,3682,110,187,70,18.0
373,JPN,Asia,Toyota 4Runner SR5 V6,SUV,NA,27710,24801,4.0,6,245,18,18,4035,110,189,74,18.0
374,JPN,Asia,Toyota Avalon XL 4dr,Sedan,NA,26560,23693,3.0,6,210,21,21,3417,107,192,72,21.0
375,JPN,Asia,Toyota Avalon XLS 4dr,Sedan,NA,30920,27271,3.0,6,210,21,21,3439,107,192,72,21.0
376,JPN,Asia,Toyota Camry LE 4dr,Sedan,NA,19560,17558,2.4,4,157,24,24,3086,107,189,71,24.0
377,JPN,Asia,Toyota Camry LE V6 4dr,Sedan,NA,22775,20325,3.0,6,210,21,21,3296,107,189,71,21.0
378,JPN,Asia,Toyota Camry Solara SE 2dr,Sedan,NA,19635,17722,2.4,4,157,24,24,3175,107,193,72,24.0
379,JPN,Asia,Toyota Camry Solara SE V6 2dr,Sedan,NA,21965,19819,3.3,6,225,20,20,3417,107,193,72,20.0
380,JPN,Asia,Toyota Camry Solara SLE V6 2dr,Sedan,NA,26510,23908,3.3,6,225,20,20,3439,107,193,72,20.0
381,JPN,Asia,Toyota Camry XLE V6 4dr,Sedan,NA,25920,23125,3.0,6,210,21,21,3362,107,189,71,21.0
382,JPN,Asia,Toyota Celica GT-S 2dr,Sports Car,NA,22570,20363,1.8,4,180,24,24,2500,102,171,68,24.0
383,JPN,Asia,Toyota Corolla CE 4dr,Sedan,NA,14085,13065,1.8,4,130,32,32,2502,102,178,67,32.0
384,JPN,Asia,Toyota Corolla LE 4dr,Sedan,NA,15295,13889,1.8,4,130,32,32,2524,102,178,67,32.0
385,JPN,Asia,Toyota Corolla S 4dr,Sedan,NA,15030,13650,1.8,4,130,32,32,2524,102,178,67,32.0
386,JPN,Asia,Toyota Echo 2dr auto,Sedan,NA,11560,10896,1.5,4,108,33,33,2085,93,163,65,33.0
387,JPN,Asia,Toyota Echo 2dr manual,Sedan,NA,10760,10144,1.5,4,108,35,35,2035,93,163,65,35.0
388,JPN,Asia,Toyota Echo 4dr,Sedan,NA,11290,10642,1.5,4,108,35,35,2055,93,163,65,35.0
389,JPN,Asia,Toyota Highlander V6,SUV,AWD,27930,24915,3.3,6,230,18,18,3935,107,185,72,18.0
390,JPN,Asia,Toyota Land Cruiser,SUV,AWD,54765,47986,4.7,8,325,13,13,5390,112,193,76,13.0
391,JPN,Asia,Toyota Matrix XR,Wagon,NA,16695,15156,1.8,4,130,29,29,2679,102,171,70,29.0
392,JPN,Asia,Toyota MR2 Spyder convertible 2dr,Sports Car,RWD,25130,22787,1.8,4,138,26,26,2195,97,153,67,26.0
393,JPN,Asia,Toyota Prius 4dr (gas/electric),Sedan,NA,20510,18926,1.5,4,110,59,59,2890,106,175,68,59.0
394,JPN,Asia,Toyota RAV4,SUV,AWD,20290,18553,2.4,4,161,22,22,3119,98,167,68,22.0
395,JPN,Asia,Toyota Sequoia SR5,SUV,AWD,35695,31827,4.7,8,240,14,14,5270,118,204,78,14.0
396,JPN,Asia,Toyota Sienna CE,Minivan,NA,23495,21198,3.3,6,230,19,19,4120,119,200,77,19.0
397,JPN,Asia,Toyota Sienna XLE Limited,Minivan,NA,28800,25690,3.3,6,230,19,19,4165,119,200,77,19.0
401,GER,Europe,Volkswagen Golf GLS 4dr,Sedan,NA,18715,17478,2.0,4,115,24,24,2897,99,165,68,24.0
402,GER,Europe,Volkswagen GTI 1.8T 2dr hatch,Sedan,NA,19825,18109,1.8,4,180,24,24,2934,99,168,68,24.0
403,GER,Europe,Volkswagen Jetta GL,Wagon,NA,19005,17427,2.0,4,115,24,24,3034,99,174,68,24.0
404,GER,Europe,Volkswagen Jetta GLI VR6 4dr,Sedan,NA,23785,21686,2.8,6,200,21,21,3179,99,172,68,21.0
405,GER,Europe,Volkswagen Jetta GLS TDI 4dr,Sedan,NA,21055,19638,1.9,4,100,38,38,3003,99,172,68,38.0
406,GER,Europe,Volkswagen New Beetle GLS 1.8T 2dr,Sedan,NA,21055,19638,1.8,4,150,24,24,2820,99,161,68,24.0
407,GER,Europe,Volkswagen New Beetle GLS convertible 2dr,Sedan,NA,23215,21689,2.0,4,115,24,24,3082,99,161,68,24.0
408,GER,Europe,Volkswagen Passat GLS 1.8T,Wagon,NA,24955,22801,1.8,4,170,22,22,3338,106,184,69,22.0
409,GER,Europe,Volkswagen Passat GLS 4dr,Sedan,NA,23955,21898,1.8,4,170,22,22,3241,106,185,69,22.0
410,GER,Europe,Volkswagen Passat GLX V6 4MOTION 4dr,Sedan,NA,33180,30583,2.8,6,190,19,19,3721,106,185,69,19.0
411,GER,Europe,Volkswagen Passat W8,Wagon,NA,40235,36956,4.0,8,270,18,18,4067,106,184,69,18.0
412,GER,Europe,Volkswagen Passat W8 4MOTION 4dr,Sedan,NA,39235,36052,4.0,8,270,18,18,3953,106,185,69,18.0
415,GER,Europe,Volkswagen Touareg V6,SUV,AWD,35515,32243,3.2,6,220,15,15,5086,112,187,76,15.0
416,SWD,Europe,Volvo C70 HPT convertible 2dr,Sedan,NA,42565,40083,2.3,5,242,20,20,3450,105,186,72,20.0
417,SWD,Europe,Volvo C70 LPT convertible 2dr,Sedan,NA,40565,38203,2.4,5,197,21,21,3450,105,186,72,21.0
418,SWD,Europe,Volvo S40 4dr,Sedan,NA,25135,23701,1.9,4,170,22,22,2767,101,178,68,22.0
419,SWD,Europe,Volvo S60 2.5 4dr,Sedan,AWD,31745,29916,2.5,5,208,20,20,3903,107,180,71,20.0
420,SWD,Europe,Volvo S60 R 4dr,Sedan,AWD,37560,35382,2.5,5,300,18,18,3571,107,181,71,18.0
421,SWD,Europe,Volvo S60 T5 4dr,Sedan,NA,34845,32902,2.3,5,247,20,20,3766,107,180,71,20.0
422,SWD,Europe,Volvo S80 2.5T 4dr,Sedan,AWD,37885,35688,2.5,5,194,20,20,3691,110,190,72,20.0
423,SWD,Europe,Volvo S80 2.9 4dr,Sedan,NA,37730,35542,2.9,6,208,20,20,3576,110,190,72,20.0
424,SWD,Europe,Volvo S80 T6 4dr,Sedan,NA,45210,42573,2.9,6,268,19,19,3653,110,190,72,19.0
425,SWD,Europe,Volvo V40,Wagon,NA,26135,24641,1.9,4,170,22,22,2822,101,180,68,22.0
426,SWD,Europe,Volvo XC70,Wagon,AWD,35145,33112,2.5,5,208,20,20,3823,109,186,73,20.0
427,SWD,Europe,Volvo XC90 T6,SUV,AWD,41250,38851,2.9,6,268,15,15,4638,113,189,75,15.0
